idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
8206	137.045957580417	-2065.4578714944173	4	14	8206	käsidä	linnan	4	6	6
8207	111.32286746305807	-1924.448802023139	4	21	8207	vahvustaa	varalle	4	9	7
8208	108.6042427664464	-2194.588535135864	4	10	8208	tammenesti	suomensa	4	10	8
8209	149.54209041287766	51.01522534556797	4	133	8209	alkuvalta	saavuttumaan	4	9	12
8210	101.8054961573206	-2329.6082219818027	4	5	8210	keikun	tehtäväksi	4	6	10
8211	104.4253120054974	-2300.3474044825134	4	6	8211	kannatuksissa	kuningassa	4	13	10
8212	-inf	-inf	4	1	8212	kuollena	selvittynyt	4	8	11
8213	76.4216438825804	-2398.781766664465	4	3	8213	keinorja	henkilökohtaiset	4	8	16
8214	-inf	-inf	4	1	8214	kuka	viimeisestä	4	4	11
8215	22.201424765281693	-2478.5945703134303	4	2	8215	kaudella	sanomalehtin	4	8	12
8216	-9.703702813127078	-2513.1271288074417	4	2	8216	hyväkseen	valtatavaa	4	9	10
8217	-inf	-inf	4	1	8217	kelisuus	vaihtosen	4	8	9
8218	-22.3510028922513	-2520.6497357989592	4	2	8218	termin	suomen	4	6	6
8219	95.38096178269298	-2311.913854839752	4	6	8219	saapuesta	omaista	4	9	7
8220	125.6834573342164	33.47825463304761	4	120	8220	päätyy	kongers	4	6	7
8221	46.79989693900818	-2415.3745060911037	4	4	8221	perheinen	kirjan	4	9	6
8222	113.5385103230952	-2118.5692353891063	4	13	8222	ajatettiin	kannattaa	4	10	9
8223	127.88538560974312	-1978.140225607148	4	18	8223	kaksikko	valtioko	4	8	8
8224	109.51522798876069	-2152.2209960308896	4	12	8224	käytystä	saavuttu	4	8	8
8225	80.43446967174249	-2376.307416357492	4	4	8225	leviille	suurittain	4	8	10
8226	120.941458126065	-1737.6333947291885	4	28	8226	tarkoituksella	mattain	4	14	7
8227	102.67750598336572	-2246.606346811062	4	8	8227	ajamaa	ensimmäisiä	4	6	11
8228	111.22156005067146	-2125.0868101489805	4	13	8228	kielenäistystä	kansalaisen	4	14	11
8229	25.098228991632084	-2476.952138922403	4	2	8229	alkuperästä	kontanin	4	11	8
8230	-inf	-inf	4	1	8230	herkittynyt	suurimmilla	4	11	11
8231	-inf	-inf	4	1	8231	kaupunginvaltuustoon	kansallisen	4	20	11
8232	142.88829353362144	98.9387470899881	4	393	8232	kaupunginvaltassa	kehityksenä	4	17	11
8233	-inf	-inf	4	1	8233	tutkimuksesta	jollissa	4	13	8
8234	92.43259027830788	-790.8278647652371	4	69	8234	muodolla	pienen	4	8	6
8235	144.7742360209261	-33.26422260773652	4	100	8235	palkitsi	kirjoittelussa	4	8	14
8236	88.71491973869534	-2313.046274535828	4	7	8236	johtajanaan	teon	4	11	4
8237	35.95357579007877	-2447.460833737588	4	4	8237	hallinnassa	risti	4	11	5
8238	116.55298920674956	-1967.1966476147263	4	19	8238	aluessa	kirkossa	4	7	8
8239	-inf	-inf	4	1	8239	palkilta	asettunut	4	8	9
8240	121.3716514013496	-1840.589595265818	4	24	8240	sotialasta	tietyä	4	10	6
8241	-inf	-inf	4	1	8241	kapinaista	kilpailut	4	10	9
8242	117.7161642848442	-2211.828803273775	4	9	8242	kolmetta	omaisuuden	4	8	10
8243	125.4887894837742	-1954.8158283257212	4	19	8243	esiintyvistön	sosiaalista	4	13	11
8244	48.435047445518656	-2430.214382608592	4	3	8244	muistilaiset	valtakuulueen	4	12	13
8245	108.09941177240977	-2202.040465213043	4	10	8245	maailmansakenteesta	lisäämin	4	19	8
8246	123.20135968940572	-330.618327134583	4	86	8246	kaupungintelia	väliset	4	14	7
8247	106.10189244467011	-2128.222764750265	4	13	8247	sukeu	ottaa	4	5	5
8248	113.27074571845267	-2266.976164448276	4	7	8248	hyökkäyksissä	taiteenaan	4	13	10
8249	69.5502793189543	-2358.463694675214	4	5	8249	kertoa	sihmen	4	6	6
8250	69.28476011980143	-2370.341088502655	4	5	8250	paikkalaisen	asunta	4	12	6
8251	122.92367787718383	-685.0028948171903	4	72	8251	kokoultaan	pelistä	4	10	7
8252	55.488983287855895	-2422.711414681881	4	3	8252	levyttänyt	karkkaa	4	10	7
8253	117.59655241496094	-2189.839213964095	4	10	8253	kuusikko	tekniikka	4	8	9
8254	32.57278761869871	-2443.8002822227872	4	3	8254	kuulivat	sisältä	4	8	7
8255	-inf	-inf	4	1	8255	maanin	sotari	4	6	6
8256	97.79345185732404	-1715.745528124304	4	30	8256	artoin	kuvataan	4	6	8
8257	140.46881408405932	36.30300081463932	4	150	8257	maanisteri	taiteellinen	4	10	12
8258	126.97120838942884	-1145.060953706606	4	52	8258	vastaavalla	kirjallisuudessa	4	11	16
8259	116.4095804414317	-1646.9287321856075	4	32	8259	käyttävässä	kauden	4	11	6
8260	86.77045912253871	-2344.3550430483056	4	5	8260	tunottu	koulut	4	7	6
8261	-11.105978491410266	-2514.193349561132	4	2	8261	lähtivät	kohtaa	4	8	6
8262	125.6622690716301	-1369.5215506703128	4	43	8262	vaarasti	sijaitsi	4	8	8
8263	113.98126245947644	-2222.832655295411	4	9	8263	pohjastuu	tuloksenaan	4	9	11
8264	-inf	-inf	4	1	8264	tuhoispuolella	tuotteet	4	14	8
8265	-inf	-inf	4	1	8265	maailmanson	alueelle	4	11	8
8266	15.52716882987885	-2488.827739885629	4	2	8266	nousi	kirjallisuuden	4	5	14
8267	111.90100434219852	-2143.6498311889814	4	12	8267	lopettaa	yhteistön	4	8	9
8268	140.930641160213	-479.0802456233583	4	83	8268	ominaista	kuuluja	4	9	7
8269	64.8374483683892	-2037.800518146903	4	19	8269	paikallisessa	metsät	4	13	6
8270	121.45139631690164	-1688.1438517565314	4	31	8270	kansallaan	muutetaan	4	10	9
8271	60.00214375663048	-2092.766139509589	4	17	8271	musikaa	asettunut	4	7	9
8272	111.68933084723898	-2216.008452235781	4	9	8272	pakolle	suunnittelee	4	7	12
8273	75.99990940199584	-2375.3358267868257	4	4	8273	parlamaan	saattavalta	4	9	11
8274	148.7934017785296	34.6815540185226	4	116	8274	erottui	sanoma	4	7	6
8275	-27.549468821294347	-2526.6471508881823	4	2	8275	kaarlan	saadut	4	7	6
8276	131.2335493601851	-2075.769477483552	4	14	8276	vaikutti	vastava	4	8	7
8277	66.28672552929199	-2365.5130500758114	4	5	8277	henkilökunta	minattelian	4	12	11
8278	-inf	-inf	4	1	8278	selkäy	tekniikkin	4	6	10
8279	12.018686979886173	-2491.723106042041	4	2	8279	jäänteä	laulussa	4	7	8
8280	129.91889746665532	-1757.5917387111513	4	27	8280	liittyvin	siirtyä	4	9	7
8281	-inf	-inf	4	1	8281	vaikuttamalla	kotteli	4	13	7
8282	104.70720945645722	-2104.1048628081344	4	14	8282	rannan	turvin	4	6	6
8283	136.69531109667068	-529.6436644113556	4	77	8283	edellä	vaasi	4	6	5
8284	-inf	-inf	4	1	8284	asuttanut	kaatus	4	9	6
8285	-6.378314381173553	-2504.9240088550573	4	2	8285	yhdenkylät	luedettiin	4	10	10
8286	123.68073174766988	-2031.2929551807356	4	16	8286	kuningaation	keskittämään	4	12	12
8287	122.48334725652678	-1914.3154336838336	4	21	8287	palvelue	tyttöin	4	8	7
8288	150.2504938310876	-969.5997900529478	4	59	8288	tappeinee	asettui	4	9	7
8289	86.31335950549192	-2372.939449274488	4	4	8289	kansaloisen	elämään	4	11	7
8290	121.34688589962536	-2057.059107159758	4	15	8290	pitkäsi	varassa	4	7	7
8291	130.01541688204193	-1585.186357861794	4	34	8291	yhteisöt	avatamaan	4	8	9
8292	-inf	-inf	4	1	8292	vaihella	asemansa	4	8	8
8293	76.02596270980973	-2405.5111526055275	4	3	8293	elokuvalven	mainita	4	11	7
8294	-inf	-inf	4	1	8294	tarjoittain	mahdolliseksi	4	11	13
8295	-inf	-inf	4	1	8295	tiettää	listattu	4	7	8
8296	-42.05122480400327	-2540.238357469612	4	2	8296	siirron	kaupungin	4	7	9
8297	-inf	-inf	4	1	8297	varhalle	palveluksia	4	8	11
8298	132.87805572290253	12.928347923703583	4	117	8298	paaikalleen	pakolla	4	11	7
8299	130.93936822037006	-1017.6864350287976	4	57	8299	osaa	esitettiin	4	4	10
8300	130.3378417007123	-1019.619104958078	4	57	8300	huomattu	parin	4	8	5
8301	-1.899048769178965	-2505.110451461537	4	2	8301	valtiottu	tekijällistä	4	9	12
8302	131.438442611117	-1362.7634703653184	4	43	8302	katkoisen	valittiin	4	9	9
8303	118.58326503810312	-1718.8786555622817	4	29	8303	televän	termiä	4	7	6
8304	132.8155365896609	38.40129974874632	4	115	8304	arkkaipiispa	pinnalle	4	12	8
8305	124.22028947856872	-1984.3408111914823	4	18	8305	kauttaasta	valtastaa	4	10	9
8306	139.70405539081463	33.60073882540795	4	105	8306	ensimminissä	kohtaa	4	12	6
8307	125.6988009383958	-724.6252726047214	4	91	8307	katotti	vaatimuksia	4	7	11
8308	124.05853222819565	-1531.9600621829634	4	41	8308	konserd	kuuluuksia	4	7	10
8309	66.21144941093993	-2341.698401143451	4	6	8309	kasvuus	johtuivat	4	7	9
8310	111.27495447238891	-1925.4410585604085	4	21	8310	meninchin	tunteet	4	9	7
8311	122.199149365629	-1668.200860365722	4	31	8311	ranskalaisesti	seuraavaa	4	14	9
8312	113.8504785965931	-1897.110842476644	4	22	8312	elokuusassa	arvittiin	4	11	9
8313	101.9332421186591	-2295.3737356115544	4	6	8313	tapaus	valmiikseen	4	6	11
8314	85.58530328580257	-2371.8425669739518	4	4	8314	johtuja	laina	4	7	5
8315	-inf	-inf	4	1	8315	jätensä	seuraava	4	7	8
8316	129.24139038770758	-1604.3241291759828	4	33	8316	työtäjä	kirjoittain	4	7	11
8317	79.73626413679811	-2348.2257344707464	4	5	8317	venensaminjal	tehtävissä	4	13	10
8318	22.407843846292064	-2477.886902268321	4	2	8318	ransalaisista	liiketä	4	13	7
8319	-inf	-inf	4	1	8319	jotaa	kilpailuihin	4	5	12
8320	93.38088885655334	-2169.408080340997	4	12	8320	opistetaan	kaupungin	4	10	9
8321	119.73852616253566	-1894.0815399077107	4	22	8321	toiselta	lehjään	4	8	7
8322	116.90076289229587	-1474.3264315214874	4	39	8322	menettystä	jan	4	10	3
8323	-inf	-inf	4	1	8323	kinglannesti	kaupungelessi	4	12	13
8324	-inf	-inf	4	1	8324	sekuulun	kansalaiset	4	8	11
8325	67.41927944036583	-2384.430715064514	4	4	8325	puheenjohtajan	puhen	4	14	5
8326	119.45098217718272	-550.4558856852949	4	77	8326	kalamaan	keskiselti	4	8	10
8327	25.011186508238605	-2475.3213010361	4	2	8327	asukkaat	kehittävistä	4	8	12
8328	114.59106616015492	-1421.7311808989891	4	41	8328	enemmä	tuottavat	4	6	9
8329	113.12089792268652	-1847.712148476699	4	24	8329	vaikeutettiin	sijaitsee	4	13	9
8330	115.57794388664192	-1475.3844073102982	4	39	8330	kumolmaan	saava	4	9	5
8331	119.72547199140458	-2022.578419900772	4	17	8331	lähettivät	kaupungin	4	10	9
8332	-inf	-inf	4	1	8332	kiinnisti	valtakunnallista	4	9	16
8333	126.56077248107536	-1489.4785989461411	4	38	8333	politiikasta	olevan	4	12	6
8334	91.31633757081345	-2120.3614355149184	4	14	8334	maailmanskunnallisuuden	alkuperäisen	4	23	12
8335	133.84088339549288	-1038.093660753543	4	56	8335	taisteluttaa	vaikuttaa	4	12	9
8336	100.6764754578261	-2186.245173319054	4	11	8336	varmasti	tekemästä	4	8	9
8337	-inf	-inf	4	1	8337	kentissä	lisättynyt	4	8	10
8338	-11.705912451721035	-2515.4452323092846	4	2	8338	kalkaisella	järjestämään	4	11	12
8339	-inf	-inf	4	1	8339	keraa	heikokon	4	5	8
8340	-inf	-inf	4	1	8340	pystyyn	osista	4	7	6
8341	-inf	-inf	4	1	8341	valtiottamaan	keskisellä	4	13	10
8342	-inf	-inf	4	1	8342	mettiin	keskänyt	4	7	8
8343	97.55713393642648	-2352.406736589042	4	4	8343	kaupunginvalmiin	näytelmä	4	16	8
8344	26.594651412650588	-2472.5654296698626	4	2	8344	ransaintiesiin	maalikka	4	14	8
8345	-inf	-inf	4	1	8345	hallitsevalla	perittyisiä	4	13	11
8346	14.42389599701031	-2485.599524962474	4	2	8346	järjestyn	miljoonalla	4	9	11
8347	-inf	-inf	4	1	8347	vähemmät	kuulla	4	8	6
8348	128.86614350558182	-1562.8938882617242	4	35	8348	tain	tapautus	4	4	8
8349	-inf	-inf	4	1	8349	leisiossa	tekniikaan	4	9	10
8350	127.0241185080015	-1514.3828173325664	4	37	8350	jatkunut	tutkii	4	8	6
8351	115.01665855556364	-1448.0682650492936	4	40	8351	merkitys	yhdistetyä	4	8	10
8352	118.927285374277	-2185.1774848075625	4	10	8352	muistuttaa	vallastaan	4	10	10
8353	-inf	-inf	4	1	8353	kannatteita	maailmansa	4	11	10
8354	121.11275834976917	-771.1293626712375	4	68	8354	jäsenillä	paikallen	4	9	9
8355	125.77886505374784	-1934.9474782775856	4	20	8355	päällö	sivel	4	6	5
8356	116.92731151014426	-2191.5133065016907	4	10	8356	kuvion	laakse	4	6	6
8357	90.34123171281269	-2216.5820951541154	4	10	8357	valmentaminen	kuuluisuuden	4	13	12
8358	66.91125644832915	-2390.995173407632	4	4	8358	kaupunginosalaista	kolmion	4	18	7
8359	122.43063526196794	-1965.1328335143344	4	19	8359	valven	johtavat	4	6	8
8360	138.58690011836845	-1483.1485966422458	4	38	8360	tarvonen	tehdä	4	8	5
8361	-15.934238005859047	-2514.5474141543973	4	2	8361	maaluuteen	suomalaiset	4	10	11
8362	145.40550315643227	-526.477596426645	4	78	8362	käsitti	kirjoittajien	4	7	13
8363	-inf	-inf	4	1	8363	omista	kuli	4	6	4
8364	66.84566088942887	-2404.225132480727	4	3	8364	tuheita	suomensa	4	7	8
8365	143.5055378917069	26.376529660511352	4	106	8365	kymmeneksää	kaupungelissa	4	11	13
8366	54.95134075575703	-2405.6141096218817	4	4	8366	venestön	pintaan	4	8	7
8367	-inf	-inf	4	1	8367	ereli	kolmetosta	4	5	10
8368	123.14064568606754	-1418.2811212876436	4	41	8368	johtuvaksi	kenner	4	10	6
8369	135.28015529369907	-1895.5012307968436	4	21	8369	potilasta	astua	4	9	5
8370	-inf	-inf	4	1	8370	omaisen	mallittaa	4	7	9
8371	70.27572140235053	-2343.569416406204	4	6	8371	tarjoittamaan	kirjoitettuaan	4	13	14
8372	-inf	-inf	4	1	8372	aminassa	saaressa	4	8	8
8373	115.63525676107665	-1995.494487589388	4	18	8373	taljellisiä	vaakin	4	11	6
8374	141.06265779473773	-1891.4999777290868	4	21	8374	varsinaisuuden	sennaa	4	14	6
8375	95.5806928023766	-2282.991879679372	4	7	8375	kokeva	kirjailla	4	6	9
8376	-inf	-inf	4	1	8376	vastapuolelle	kieli	4	13	5
8377	-inf	-inf	4	1	8377	osaivin	kerralla	4	7	8
8378	139.87071070708433	-1720.3155331657445	4	28	8378	puhelta	kuuttaan	4	7	8
8379	121.83592200700676	-2110.4284250793803	4	13	8379	arvioidin	suunnittelun	4	9	12
8380	110.71743349757271	-2027.8796541632191	4	17	8380	salminen	maailmaassa	4	8	11
8381	48.39698011764608	-2360.757287539348	4	6	8381	kaivan	laitetta	4	6	8
8382	119.76747428232888	-1221.5007857433868	4	49	8382	pelaavien	suottaa	4	9	7
8383	48.49486438734995	-2426.722519909361	4	3	8383	olettavat	kasvuttaa	4	9	9
8384	106.82691626625945	-2180.582116323347	4	11	8384	kohdeksasta	joukkue	4	11	7
8385	23.856291362887085	-2475.404135098777	4	2	8385	terhää	varaikunnan	4	6	11
8386	132.32854776375532	-1758.297137616093	4	27	8386	kaltaa	tekemisen	4	6	9
8387	95.52642883637635	-2336.7931573215	4	5	8387	kalleenian	kreikolla	4	10	9
8388	102.11777262372884	-2203.198102423314	4	10	8388	kallaisen	lehdistyksen	4	9	12
8389	121.53208782496408	-1795.1891398601322	4	26	8389	kenttävät	vahvaksi	4	9	8
8390	5.801084194568484	-2498.2014992656887	4	2	8390	vierailija	vanhaan	4	10	7
8391	-inf	-inf	4	1	8391	kuulleensa	kunnettain	4	10	10
8392	76.8435214527305	-2382.909259359427	4	4	8392	antii	vastaavat	4	5	9
8393	136.9074799016647	-1945.1598620273676	4	19	8393	koulunen	talon	4	8	5
8394	-25.74243747765037	-2526.2070659158767	4	2	8394	keljotaan	yhteistä	4	9	8
8395	117.4289725199602	-1179.471209999225	4	51	8395	pohjansa	kantaa	4	8	6
8396	131.14532913959852	-1332.2853861789074	4	44	8396	alkuperikkulla	kensiksiä	4	14	9
8397	51.615091963366815	-2422.229082333356	4	3	8397	kuningaskunnan	puheenjohtaja	4	14	13
8398	105.45543580143976	-1609.6226994056844	4	34	8398	suunnattua	kuulee	4	10	6
8399	-62.63420476954869	-2560.5443204584885	4	2	8399	hyökkäyksin	sijaitsunut	4	11	11
8400	-inf	-inf	4	1	8400	taatteessa	tavallassa	4	10	10
8401	70.83497045884258	-2335.830239022141	4	6	8401	saksassa	saapuksia	4	8	9
8402	-7.497060149174916	-2510.2444722591326	4	2	8402	laivastolo	kolmannessa	4	10	11
8403	-inf	-inf	4	1	8403	johdolla	pienestä	4	8	8
8404	114.45043113103016	-1888.4341184895693	4	22	8404	edelleen	tulon	4	8	5
8405	-inf	-inf	4	1	8405	talla	tuntamisen	4	5	10
8406	106.53999967361683	-1829.8527782251936	4	25	8406	elevät	kylivät	4	6	7
8407	94.6282005991725	-1621.0655411880018	4	34	8407	muuelle	kestäminen	4	7	10
8408	98.95444757126695	-2313.42229698196	4	6	8408	käyttävistä	tuloksen	4	11	8
8409	101.33188070234615	-2110.370081688261	4	14	8409	perkkinin	kaupunginosassa	4	9	15
8410	146.1371090980354	-1401.2347051993097	4	41	8410	lentokonnon	mestaruussarjasta	4	11	17
8411	-inf	-inf	4	1	8411	laaju	kirkon	4	5	6
8412	-inf	-inf	4	1	8412	liiketoimittaa	muutetaan	4	14	9
8413	148.12219064046465	-391.8960927715697	4	83	8413	liittovasti	kasvaa	4	11	6
8414	98.3829808672576	-2241.206769114383	4	9	8414	sijallista	saapui	4	10	6
8415	111.2275698124232	-2126.550486292203	4	13	8415	valkoitti	aloittelusta	4	9	12
8416	132.6485620735912	46.49283904204467	4	125	8416	entimenen	suosituimmista	4	9	14
8417	-inf	-inf	4	1	8417	tekemäksi	kauppia	4	9	7
8418	100.3486572632247	-2231.023737355291	4	9	8418	kuultuu	kulkevat	4	7	8
8419	-inf	-inf	4	1	8419	erityissä	kuuluvat	4	9	8
8420	145.9393703253794	-10.894492664473312	4	102	8420	punaa	keskeytti	4	5	9
8421	118.3305358447296	-1571.3566302631875	4	35	8421	kortaa	kerrottui	4	6	9
8422	61.8532549416212	-2418.408588206279	4	3	8422	espanjalaiset	taustalaiset	4	13	12
8423	129.9065367295725	54.14301602198259	4	143	8423	rekkosten	tuno	4	9	4
8424	111.18506120457474	-2176.890207578197	4	11	8424	kolmet	kierrosta	4	6	9
8425	-inf	-inf	4	1	8425	rakennuksesta	pääsi	4	13	5
8426	-22.56183986359704	-2518.307950404146	4	2	8426	kantava	linger	4	7	6
8427	96.26928381920716	-2166.319870243903	4	12	8427	levimäisen	kohteet	4	10	7
8428	119.6903930340734	-2087.02631644823	4	14	8428	suorittelut	valitsi	4	11	7
8429	101.23288473678711	-2231.865922777505	4	9	8429	toilijoita	vakiintiin	4	10	10
8430	-inf	-inf	4	1	8430	kuke	kullee	4	4	6
8431	109.92425501523827	-1502.8748121453118	4	38	8431	seksiin	pariinin	4	7	8
8432	-inf	-inf	4	1	8432	kaupunginnasta	vanhemman	4	14	9
8433	-inf	-inf	4	1	8433	myynnetty	syvyyden	4	9	8
8434	9.579183934249388	-2493.064148835504	4	2	8434	vangea	pitkä	4	6	5
8435	114.40255116102996	-1847.9958093398595	4	24	8435	lahvan	kantaa	4	6	6
8436	64.30713642480072	-2339.618846956712	4	6	8436	siirtomaalla	lue	4	12	3
8437	108.74581338119184	-2082.0414850080965	4	15	8437	kuuluispuolelle	kirjassa	4	15	8
8438	79.78490908562935	-1958.35886447922	4	21	8438	tapoittaa	paikalliset	4	9	11
8439	-inf	-inf	4	1	8439	maaliskuuden	suunnatteliin	4	12	13
8440	102.68069798136575	-2208.5858623139825	4	10	8440	alettuna	asista	4	8	6
8441	134.2354583758532	-1232.5222518327346	4	48	8441	saatettu	pienestään	4	8	10
8442	112.01227298972312	-2223.0071363920347	4	9	8442	mikonnen	keskusteluita	4	8	13
8443	-inf	-inf	4	1	8443	tiedetä	edesta	4	7	6
8444	104.45778232998028	-1112.6023950887086	4	54	8444	eläimen	kirjallisuudessa	4	7	16
8445	123.8441290246016	-2254.8617363277726	4	7	8445	suosioittiin	venäjällä	4	12	9
8446	121.5726372064539	-2038.0905981124056	4	16	8446	samallista	kirjoittuu	4	10	10
8447	97.16889892450756	-2361.799183326603	4	4	8447	aleksantersi	saadut	4	12	6
8448	34.18474936042806	-2439.13604642954	4	3	8448	venesty	edella	4	7	6
8449	130.42537949414026	-1831.5541293745507	4	24	8449	selloiset	anttelin	4	9	8
8450	145.15440298272773	74.20660698363993	4	171	8450	nimellä	pakoiva	4	7	7
8451	125.32065924429072	-2227.405903898191	4	8	8451	rakenteita	valmentajaksi	4	10	13
8452	113.62233879470936	-2288.124887306541	4	6	8452	alber	laivalla	4	5	8
8453	153.23256843159697	-258.2541571647505	4	88	8453	laatti	saavat	4	6	6
8454	135.2006305159401	52.27594912994743	4	137	8454	katolisuuden	yhteisön	4	12	8
8455	-inf	-inf	4	1	8455	pienempäijän	tapahtuvat	4	12	10
8456	125.08438535095176	-1440.1210327349968	4	40	8456	kiinnostu	vallat	4	9	6
8457	40.94663939954335	-2462.172769847244	4	2	8457	seksuaalista	seurasivat	4	12	10
8458	139.74733448093895	-1182.977744326962	4	50	8458	kaarella	saamen	4	8	6
8459	158.6805165215652	84.8560901210029	4	154	8459	palkkoi	paikalleen	4	7	10
8460	-inf	-inf	4	1	8460	pelaa	kulttui	4	5	7
8461	127.51336374628634	-970.4335264959594	4	59	8461	marrasti	koulutusmat	4	8	11
8462	74.56961362230348	-2358.1808981168065	4	5	8462	johtajakseen	kokoinen	4	12	8
8463	-inf	-inf	4	1	8463	kaupungi	kaupungin	4	8	9
8464	83.47457809795901	-2269.227580963953	4	8	8464	osettiin	veteen	4	8	6
8465	53.7609621498795	-2429.2131558399365	4	3	8465	pakkio	kirjasti	4	6	8
8466	-inf	-inf	4	1	8466	puuttuivat	olevasta	4	10	8
8467	-inf	-inf	4	1	8467	laajenen	hallittiin	4	8	10
8468	135.9865664648814	-1523.8139037604335	4	36	8468	lennosti	pisteen	4	8	7
8469	60.79007195259938	-2398.884947363309	4	4	8469	kultaan	saksalaisia	4	7	11
8470	116.74533460347452	-2195.741977386794	4	10	8470	turkijoita	kultaa	4	10	6
8471	154.62118662360984	82.76486382386159	4	196	8471	palautettu	merkittävä	4	10	10
8472	79.5965536864044	-2376.898952311611	4	4	8472	pystyt	kooltaan	4	6	8
8473	-inf	-inf	4	1	8473	maailmanskuussa	henkilökohtaisen	4	15	16
8474	144.1843217698546	70.89051713139622	4	227	8474	kouluja	seuraavan	4	7	9
8475	18.411165164254182	-2473.8861378880074	4	2	8475	palittiin	tuomittu	4	9	8
8476	145.1108267065827	-269.8941580175234	4	88	8476	vaatimuksenaan	jäällä	4	14	6
8477	99.55854970310403	-1493.1522053074734	4	39	8477	ainaa	komppania	4	5	9
8478	90.00236810444225	-2039.3770389755696	4	17	8478	vastausta	koskeva	4	9	7
8479	102.51962315815126	-2107.451842840224	4	14	8479	vieläkirjasta	koulutta	4	13	8
8480	85.53161718150923	-2348.6384370763803	4	5	8480	veljestää	kaupungeen	4	9	10
8481	-inf	-inf	4	1	8481	maailmansuottaa	salpin	4	15	6
8482	139.91953726959488	-342.7390937633635	4	85	8482	viikka	kansallisten	4	6	12
8483	121.42504582306708	-2131.1193196491845	4	12	8483	veneä	suosittu	4	5	8
8484	103.44392671694834	-2253.4014005353315	4	8	8484	mustanut	toistaan	4	8	8
8485	95.21506594180951	-2256.99193268702	4	8	8485	selvittävin	kultaut	4	11	7
8486	119.88464262270872	-1988.9871476750357	4	18	8486	esitystä	kuoltuaan	4	8	9
8487	-inf	-inf	4	1	8487	yhteen	maailmanmestaruutta	4	6	19
8488	50.85316204076354	-2402.985177899999	4	4	8488	tappelun	kaarin	4	8	6
8489	123.07848978018453	-1009.182393788604	4	58	8489	kiertämään	tuloksenaan	4	10	11
8490	120.28289390421388	-459.3571820668427	4	81	8490	korinon	tappielo	4	7	8
8491	-inf	-inf	4	1	8491	piisin	koskeva	4	6	7
8492	17.00625539969038	-2482.700881590616	4	2	8492	tapaamaa	elämää	4	8	6
8493	111.015918331243	-2271.8394166367534	4	7	8493	tavallen	järjestöä	4	8	9
8494	121.9137076962002	-1917.3243458345155	4	21	8494	valtavaa	pitkäin	4	8	7
8495	-inf	-inf	4	1	8495	asuneen	omassa	4	7	6
8496	-inf	-inf	4	1	8496	alkaneet	tekevät	4	8	7
8497	73.78795935343804	-2355.5223534080837	4	5	8497	tehtui	selvittää	4	6	9
